Step,2025-05-25_12-39-58_kitchen-complete-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval,2025-05-25_12-39-58_kitchen-complete-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN,2025-05-25_12-39-58_kitchen-complete-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX,2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval,2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN,2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX,17-52-52_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval,17-52-52_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN,17-52-52_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX,17-52-02_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval,17-52-02_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN,17-52-02_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX,2025-05-10_17-42-59_kitchen-complete-v0_fql_mlp_ta4_td4_seed42 - avg episode reward - eval,2025-05-10_17-42-59_kitchen-complete-v0_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MIN,2025-05-10_17-42-59_kitchen-complete-v0_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MAX,2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward,2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MIN,2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MAX,2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward,2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward__MIN,2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward__MAX,2025-05-08_07-05-08_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval,2025-05-08_07-05-08_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN,2025-05-08_07-05-08_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX,2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward,2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward__MIN,2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward__MAX,2026-01-19_06-09-22_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed0 - eval/avg episode reward,2026-01-19_06-09-22_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed0 - eval/avg episode reward__MIN,2026-01-19_06-09-22_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed0 - eval/avg episode reward__MAX,2026-01-19_06-06-01_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed3407 - eval/avg episode reward,2026-01-19_06-06-01_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed3407 - eval/avg episode reward__MIN,2026-01-19_06-06-01_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed3407 - eval/avg episode reward__MAX,2026-01-19_06-01-28_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed0 - eval/avg episode reward,2026-01-19_06-01-28_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed0 - eval/avg episode reward__MIN,2026-01-19_06-01-28_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed0 - eval/avg episode reward__MAX,2026-01-19_03-41-45_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed3407 - eval/avg episode reward,2026-01-19_03-41-45_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MIN,2026-01-19_03-41-45_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MAX,2026-01-15_13-01-37_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward,2026-01-15_13-01-37_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward__MIN,2026-01-15_13-01-37_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward__MAX,2026-01-15_06-53-20_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward,2026-01-15_06-53-20_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward__MIN,2026-01-15_06-53-20_kitchen-complete-v0_ppo_shortcut_mlp_with_score_gammanet_ta4_td4_tdf4_seed42 - eval/avg episode reward__MAX,2026-01-14_11-13-32_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed42 - eval/avg episode reward,2026-01-14_11-13-32_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed42 - eval/avg episode reward__MIN,2026-01-14_11-13-32_kitchen-complete-v0_ppo_shortcut_mlp_score_ta4_td4_seed42 - eval/avg episode reward__MAX
210,,,,,,,3.6,3.6,3.6,3.575,3.575,3.575,,,,3.923566878980892,3.923566878980892,3.923566878980892,3.9276315789473686,3.9276315789473686,3.9276315789473686,3.9685534591194966,3.9685534591194966,3.9685534591194966,3.90625,3.90625,3.90625,3.9044585987261136,3.9044585987261136,3.9044585987261136,3.95,3.95,3.95,3.9875,3.9875,3.9875,3.918238993710692,3.918238993710692,3.918238993710692,3.96875,3.96875,3.96875,3.98125,3.98125,3.98125,3.968944099378882,3.968944099378882,3.968944099378882
220,,,,,,,3.8,3.8,3.8,3.75,3.75,3.75,,,,3.9875,3.9875,3.9875,3.98051948051948,3.98051948051948,3.98051948051948,3.9751552795031055,3.9751552795031055,3.9751552795031055,3.932515337423313,3.932515337423313,3.932515337423313,3.9625,3.9625,3.9625,3.95,3.95,3.95,3.9875,3.9875,3.9875,3.9375,3.9375,3.9375,3.975,3.975,3.975,3.9875,3.9875,3.9875,3.963636363636364,3.963636363636364,3.963636363636364
230,,,,,,,3.95,3.95,3.95,3.825,3.825,3.825,,,,3.8987341772151898,3.8987341772151898,3.8987341772151898,3.980891719745223,3.980891719745223,3.980891719745223,3.955974842767296,3.955974842767296,3.955974842767296,3.953757225433526,3.953757225433526,3.953757225433526,3.9625,3.9625,3.9625,3.94375,3.94375,3.94375,3.975,3.975,3.975,3.9875,3.9875,3.9875,3.9625,3.9625,3.9625,3.9375,3.9375,3.9375,3.946428571428572,3.946428571428572,3.946428571428572
240,,,,,,,3.725,3.725,3.725,3.775,3.775,3.775,,,,3.91875,3.91875,3.91875,3.884353741496599,3.884353741496599,3.884353741496599,3.99375,3.99375,3.99375,3.879120879120879,3.879120879120879,3.879120879120879,3.975,3.975,3.975,3.975,3.975,3.975,3.94375,3.94375,3.94375,3.925,3.925,3.925,3.96319018404908,3.96319018404908,3.96319018404908,3.9625,3.9625,3.9625,3.930635838150289,3.930635838150289,3.930635838150289
250,,,,,,,3.95,3.95,3.95,3.775,3.775,3.775,,,,3.9875,3.9875,3.9875,3.645390070921986,3.645390070921986,3.645390070921986,3.957055214723926,3.957055214723926,3.957055214723926,3.908108108108108,3.908108108108108,3.908108108108108,3.94375,3.94375,3.94375,3.9751552795031055,3.9751552795031055,3.9751552795031055,3.9375,3.9375,3.9375,3.93125,3.93125,3.93125,3.989417989417989,3.989417989417989,3.989417989417989,3.9625,3.9625,3.9625,3.9942528735632186,3.9942528735632186,3.9942528735632186
260,,,,,,,3.5,3.5,3.5,3.75,3.75,3.75,,,,,,,3.929936305732484,3.929936305732484,3.929936305732484,,,,3.9574468085106393,3.9574468085106393,3.9574468085106393,3.95625,3.95625,3.95625,3.95625,3.95625,3.95625,4,4,4,3.9625,3.9625,3.9625,4,4,4,3.9875,3.9875,3.9875,3.9661016949152543,3.9661016949152543,3.9661016949152543
270,,,,,,,3.925,3.925,3.925,3.9,3.9,3.9,,,,,,,3.8917197452229297,3.8917197452229297,3.8917197452229297,,,,3.947368421052632,3.947368421052632,3.947368421052632,3.98125,3.98125,3.98125,3.962962962962963,3.962962962962963,3.962962962962963,3.94375,3.94375,3.94375,3.9627329192546585,3.9627329192546585,3.9627329192546585,3.9623655913978495,3.9623655913978495,3.9623655913978495,3.9625,3.9625,3.9625,3.989637305699482,3.989637305699482,3.989637305699482
280,,,,,,,3.875,3.875,3.875,3.825,3.825,3.825,,,,,,,3.968152866242038,3.968152866242038,3.968152866242038,,,,3.9565217391304346,3.9565217391304346,3.9565217391304346,3.94375,3.94375,3.94375,3.970059880239521,3.970059880239521,3.970059880239521,3.949685534591195,3.949685534591195,3.949685534591195,3.918238993710692,3.918238993710692,3.918238993710692,3.968586387434555,3.968586387434555,3.968586387434555,3.94375,3.94375,3.94375,3.984771573604061,3.984771573604061,3.984771573604061
290,,,,,,,3.55,3.55,3.55,3.575,3.575,3.575,,,,,,,3.8987341772151898,3.8987341772151898,3.8987341772151898,,,,3.974226804123712,3.974226804123712,3.974226804123712,3.943396226415094,3.943396226415094,3.943396226415094,3.9942528735632186,3.9942528735632186,3.9942528735632186,4,4,4,3.925,3.925,3.925,3.97948717948718,3.97948717948718,3.97948717948718,3.975,3.975,3.975,3.978609625668449,3.978609625668449,3.978609625668449
300,,,,,,,3.5,3.5,3.5,3.775,3.775,3.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,0,0,0,0,0,0,,,,,,,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0,0,0,,,,,,,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000,0,0,0,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25000,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30000,0,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,,,,,,,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40000,0,0,0,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0,0,0,,,,,,,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55000,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60000,0,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70000,0,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75000,0,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80000,1,1,1,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95000,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,0.2857142857142857,0.2857142857142857,0.2857142857142857,1,1,1,,,,,,,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105000,0,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110000,0,0,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,0,0,0,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125000,0,0,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,,,,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0,,,,,,,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135000,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150000,0.2857142857142857,0.2857142857142857,0.2857142857142857,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155000,0,0,0,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160000,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,1.1428571428571428,1.1428571428571428,1.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165000,0.2857142857142857,0.2857142857142857,0.2857142857142857,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170000,0.4285714285714285,0.4285714285714285,0.4285714285714285,0,0,0,,,,,,,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175000,1.2857142857142858,1.2857142857142858,1.2857142857142858,0,0,0,,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180000,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,0.2857142857142857,0.2857142857142857,0.2857142857142857,0,0,0,,,,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,0.1428571428571428,0.1428571428571428,0.1428571428571428,0,0,0,,,,,,,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200000,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,1.1428571428571428,1.1428571428571428,1.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205000,0.2857142857142857,0.2857142857142857,0.2857142857142857,0,0,0,,,,,,,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210000,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215000,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.4285714285714285,0.4285714285714285,0.4285714285714285,,,,,,,1.1428571428571428,1.1428571428571428,1.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,1.5714285714285714,1.5714285714285714,1.5714285714285714,0,0,0,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225000,1.2857142857142858,1.2857142857142858,1.2857142857142858,0,0,0,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230000,1.2857142857142858,1.2857142857142858,1.2857142857142858,0,0,0,,,,,,,0.8571428571428571,0.8571428571428571,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235000,1.2857142857142858,1.2857142857142858,1.2857142857142858,0,0,0,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240000,1.7142857142857142,1.7142857142857142,1.7142857142857142,0,0,0,,,,,,,1.1428571428571428,1.1428571428571428,1.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245000,1,1,1,0.1428571428571428,0.1428571428571428,0.1428571428571428,,,,,,,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250000,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255000,1.5714285714285714,1.5714285714285714,1.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.8571428571428571,0.8571428571428571,0.8571428571428571,,,,,,,1.1428571428571428,1.1428571428571428,1.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265000,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270000,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275000,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.2857142857142858,,,,,,,2.125,2.125,2.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280000,2.2857142857142856,2.2857142857142856,2.2857142857142856,1.8571428571428568,1.8571428571428568,1.8571428571428568,,,,,,,1.2857142857142858,1.2857142857142858,1.2857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285000,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.1428571428571428,1.1428571428571428,1.1428571428571428,,,,,,,1.1428571428571428,1.1428571428571428,1.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290000,2.857142857142857,2.857142857142857,2.857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295000,2.4285714285714284,2.4285714285714284,2.4285714285714284,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300000,1.8571428571428568,1.8571428571428568,1.8571428571428568,1,1,1,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305000,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.8571428571428568,,,,,,,1.625,1.625,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315000,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,,,,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,2.2857142857142856,2.2857142857142856,2.2857142857142856,1.1428571428571428,1.1428571428571428,1.1428571428571428,,,,,,,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325000,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.1428571428571428,1.1428571428571428,1.1428571428571428,,,,,,,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330000,2.142857142857143,2.142857142857143,2.142857142857143,1.5714285714285714,1.5714285714285714,1.5714285714285714,,,,,,,1.5714285714285714,1.5714285714285714,1.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335000,1.8571428571428568,1.8571428571428568,1.8571428571428568,1,1,1,,,,,,,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,2.5,2.5,2.5,1.2857142857142858,1.2857142857142858,1.2857142857142858,,,,,,,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345000,2.375,2.375,2.375,1,1,1,,,,,,,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,,,,,,,1.2857142857142858,1.2857142857142858,1.2857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355000,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.8571428571428568,,,,,,,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,2.571428571428572,2.571428571428572,2.571428571428572,1.2857142857142858,1.2857142857142858,1.2857142857142858,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365000,2.625,2.625,2.625,1.2857142857142858,1.2857142857142858,1.2857142857142858,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370000,2,2,2,1.7142857142857142,1.7142857142857142,1.7142857142857142,,,,,,,2.75,2.75,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375000,2.5,2.5,2.5,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,1.7142857142857142,1.7142857142857142,1.7142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380000,2.857142857142857,2.857142857142857,2.857142857142857,2,2,2,,,,,,,1.7142857142857142,1.7142857142857142,1.7142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385000,2.5,2.5,2.5,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390000,1.5714285714285714,1.5714285714285714,1.5714285714285714,2.571428571428572,2.571428571428572,2.571428571428572,,,,,,,2.875,2.875,2.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395000,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.142857142857143,2.142857142857143,2.142857142857143,,,,,,,1.4285714285714286,1.4285714285714286,1.4285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000,2.875,2.875,2.875,2.2857142857142856,2.2857142857142856,2.2857142857142856,,,,,,,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405000,1.7142857142857142,1.7142857142857142,1.7142857142857142,2.2857142857142856,2.2857142857142856,2.2857142857142856,,,,,,,1.875,1.875,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
